view,pred_dir,raw_num_voxels,raw_method,raw_is_complete,raw_flood_ratio,raw_evaluation_time,raw_success,raw_error,raw_detected_grid_size,norm_num_voxels,norm_method,norm_is_complete,norm_flood_ratio,norm_evaluation_time,norm_success,norm_error,norm_detected_grid_size,contradiction,food_item
000,/scratch/cl927/nutritionverse-3d-new/id-100-steak-153g/SAM3D_singleview_prediction/000,9439,discrete,True,0.930572509765625,0.44820475578308105,True,,64,9439,discrete,True,0.930572509765625,0.44548964500427246,True,,64,False,id-100-steak-153g
001,/scratch/cl927/nutritionverse-3d-new/id-100-steak-153g/SAM3D_singleview_prediction/001,5122,discrete,True,0.9513702392578125,0.4527866840362549,True,,64,5122,discrete,True,0.9513702392578125,0.45281386375427246,True,,64,False,id-100-steak-153g
002,/scratch/cl927/nutritionverse-3d-new/id-100-steak-153g/SAM3D_singleview_prediction/002,4782,discrete,True,0.9647369384765625,0.46019482612609863,True,,64,4782,discrete,True,0.9647369384765625,0.46082353591918945,True,,64,False,id-100-steak-153g
003,/scratch/cl927/nutritionverse-3d-new/id-100-steak-153g/SAM3D_singleview_prediction/003,6629,discrete,True,0.9235420227050781,0.4414200782775879,True,,64,6629,discrete,True,0.9235420227050781,0.4393892288208008,True,,64,False,id-100-steak-153g
004,/scratch/cl927/nutritionverse-3d-new/id-100-steak-153g/SAM3D_singleview_prediction/004,6586,discrete,True,0.9246826171875,0.4427669048309326,True,,64,6586,discrete,True,0.9246826171875,0.441530704498291,True,,64,False,id-100-steak-153g
000,/scratch/cl927/nutritionverse-3d-new/id-101-steak-piece-28g/SAM3D_singleview_prediction/000,7335,discrete,True,0.9351806640625,0.44826674461364746,True,,64,7335,discrete,True,0.9351806640625,0.44721460342407227,True,,64,False,id-101-steak-piece-28g
001,/scratch/cl927/nutritionverse-3d-new/id-101-steak-piece-28g/SAM3D_singleview_prediction/001,7044,discrete,False,0.9731292724609375,0.4639744758605957,True,,64,7044,discrete,False,0.9731292724609375,0.4653351306915283,True,,64,False,id-101-steak-piece-28g
002,/scratch/cl927/nutritionverse-3d-new/id-101-steak-piece-28g/SAM3D_singleview_prediction/002,4518,discrete,True,0.9477615356445312,0.45180654525756836,True,,64,4518,discrete,True,0.9477615356445312,0.4522511959075928,True,,64,False,id-101-steak-piece-28g
003,/scratch/cl927/nutritionverse-3d-new/id-101-steak-piece-28g/SAM3D_singleview_prediction/003,8506,discrete,True,0.9251785278320312,0.4427223205566406,True,,64,8506,discrete,True,0.9251785278320312,0.44282054901123047,True,,64,False,id-101-steak-piece-28g
004,/scratch/cl927/nutritionverse-3d-new/id-101-steak-piece-28g/SAM3D_singleview_prediction/004,9428,discrete,True,0.9089889526367188,0.4353804588317871,True,,64,9428,discrete,True,0.9089889526367188,0.43517160415649414,True,,64,False,id-101-steak-piece-28g
000,/scratch/cl927/nutritionverse-3d-new/id-102-steak-piece-13g/SAM3D_singleview_prediction/000,4143,discrete,False,0.9841957092285156,0.4681854248046875,True,,64,4143,discrete,False,0.9841957092285156,0.4750978946685791,True,,64,False,id-102-steak-piece-13g
001,/scratch/cl927/nutritionverse-3d-new/id-102-steak-piece-13g/SAM3D_singleview_prediction/001,6035,discrete,False,0.9769783020019531,0.4721062183380127,True,,64,6035,discrete,False,0.9769783020019531,0.47071361541748047,True,,64,False,id-102-steak-piece-13g
002,/scratch/cl927/nutritionverse-3d-new/id-102-steak-piece-13g/SAM3D_singleview_prediction/002,4806,discrete,True,0.9476203918457031,0.45728254318237305,True,,64,4806,discrete,True,0.9476203918457031,0.4581029415130615,True,,64,False,id-102-steak-piece-13g
003,/scratch/cl927/nutritionverse-3d-new/id-102-steak-piece-13g/SAM3D_singleview_prediction/003,4654,discrete,True,0.9599227905273438,0.46210741996765137,True,,64,4654,discrete,True,0.9599227905273438,0.46328067779541016,True,,64,False,id-102-steak-piece-13g
004,/scratch/cl927/nutritionverse-3d-new/id-102-steak-piece-13g/SAM3D_singleview_prediction/004,6807,discrete,True,0.9432220458984375,0.4572896957397461,True,,64,6807,discrete,True,0.9432220458984375,0.4571805000305176,True,,64,False,id-102-steak-piece-13g
000,/scratch/cl927/nutritionverse-3d-new/id-103-steak-piece-14g/SAM3D_singleview_prediction/000,3996,discrete,False,0.9847564697265625,0.4745781421661377,True,,64,3996,discrete,False,0.9847564697265625,0.47470712661743164,True,,64,False,id-103-steak-piece-14g
001,/scratch/cl927/nutritionverse-3d-new/id-103-steak-piece-14g/SAM3D_singleview_prediction/001,3432,discrete,True,0.9726600646972656,0.46854472160339355,True,,64,3432,discrete,True,0.9726600646972656,0.4682304859161377,True,,64,False,id-103-steak-piece-14g
002,/scratch/cl927/nutritionverse-3d-new/id-103-steak-piece-14g/SAM3D_singleview_prediction/002,6205,discrete,False,0.9763298034667969,0.47245097160339355,True,,64,6205,discrete,False,0.9763298034667969,0.4713425636291504,True,,64,False,id-103-steak-piece-14g
003,/scratch/cl927/nutritionverse-3d-new/id-103-steak-piece-14g/SAM3D_singleview_prediction/003,4120,discrete,True,0.9660530090332031,0.4662768840789795,True,,64,4120,discrete,True,0.9660530090332031,0.46593189239501953,True,,64,False,id-103-steak-piece-14g
004,/scratch/cl927/nutritionverse-3d-new/id-103-steak-piece-14g/SAM3D_singleview_prediction/004,4810,discrete,True,0.9620552062988281,0.4681966304779053,True,,64,4810,discrete,True,0.9620552062988281,0.46547508239746094,True,,64,False,id-103-steak-piece-14g
000,/scratch/cl927/nutritionverse-3d-new/id-104-chocolate-granola-bar-35g/SAM3D_singleview_prediction/000,4370,discrete,True,0.9670143127441406,0.4686870574951172,True,,64,4370,discrete,True,0.9670143127441406,0.4673304557800293,True,,64,False,id-104-chocolate-granola-bar-35g
001,/scratch/cl927/nutritionverse-3d-new/id-104-chocolate-granola-bar-35g/SAM3D_singleview_prediction/001,11732,discrete,False,0.94970703125,0.4615774154663086,True,,64,11732,discrete,False,0.94970703125,0.45926642417907715,True,,64,False,id-104-chocolate-granola-bar-35g
002,/scratch/cl927/nutritionverse-3d-new/id-104-chocolate-granola-bar-35g/SAM3D_singleview_prediction/002,7162,discrete,True,0.9374771118164062,0.45270299911499023,True,,64,7162,discrete,True,0.9374771118164062,0.45299720764160156,True,,64,False,id-104-chocolate-granola-bar-35g
003,/scratch/cl927/nutritionverse-3d-new/id-104-chocolate-granola-bar-35g/SAM3D_singleview_prediction/003,5492,discrete,False,0.9686431884765625,0.4666931629180908,True,,64,5492,discrete,False,0.9686431884765625,0.4691345691680908,True,,64,False,id-104-chocolate-granola-bar-35g
004,/scratch/cl927/nutritionverse-3d-new/id-104-chocolate-granola-bar-35g/SAM3D_singleview_prediction/004,5898,discrete,True,0.9442253112792969,0.45694971084594727,True,,64,5898,discrete,True,0.9442253112792969,0.4574010372161865,True,,64,False,id-104-chocolate-granola-bar-35g
000,/scratch/cl927/nutritionverse-3d-new/id-105-stack-of-tofu-4pc-96g/SAM3D_singleview_prediction/000,11010,discrete,True,0.8178443908691406,0.39672231674194336,True,,64,11010,discrete,True,0.8178443908691406,0.3963146209716797,True,,64,False,id-105-stack-of-tofu-4pc-96g
001,/scratch/cl927/nutritionverse-3d-new/id-105-stack-of-tofu-4pc-96g/SAM3D_singleview_prediction/001,40011,discrete,True,0.2411651611328125,0.1317148208618164,True,,64,40011,discrete,True,0.2411651611328125,0.1315171718597412,True,,64,False,id-105-stack-of-tofu-4pc-96g
002,/scratch/cl927/nutritionverse-3d-new/id-105-stack-of-tofu-4pc-96g/SAM3D_singleview_prediction/002,32667,discrete,True,0.6154937744140625,0.3078653812408447,True,,64,32667,discrete,True,0.6154937744140625,0.3042786121368408,True,,64,False,id-105-stack-of-tofu-4pc-96g
003,/scratch/cl927/nutritionverse-3d-new/id-105-stack-of-tofu-4pc-96g/SAM3D_singleview_prediction/003,20013,discrete,True,0.7847213745117188,0.38031673431396484,True,,64,20013,discrete,True,0.7847213745117188,0.3801755905151367,True,,64,False,id-105-stack-of-tofu-4pc-96g
004,/scratch/cl927/nutritionverse-3d-new/id-105-stack-of-tofu-4pc-96g/SAM3D_singleview_prediction/004,18305,discrete,True,0.7092056274414062,0.3469216823577881,True,,64,18305,discrete,True,0.7092056274414062,0.3465862274169922,True,,64,False,id-105-stack-of-tofu-4pc-96g
000,/scratch/cl927/nutritionverse-3d-new/id-11-red-apple-145g/SAM3D_singleview_prediction/000,18248,discrete,True,0.51556396484375,0.25333166122436523,True,,64,18248,discrete,True,0.51556396484375,0.2533695697784424,True,,64,False,id-11-red-apple-145g
001,/scratch/cl927/nutritionverse-3d-new/id-11-red-apple-145g/SAM3D_singleview_prediction/001,18148,discrete,True,0.5078392028808594,0.24954628944396973,True,,64,18148,discrete,True,0.5078392028808594,0.2496647834777832,True,,64,False,id-11-red-apple-145g
002,/scratch/cl927/nutritionverse-3d-new/id-11-red-apple-145g/SAM3D_singleview_prediction/002,17153,discrete,True,0.5540733337402344,0.2715461254119873,True,,64,17153,discrete,True,0.5540733337402344,0.27094507217407227,True,,64,False,id-11-red-apple-145g
003,/scratch/cl927/nutritionverse-3d-new/id-11-red-apple-145g/SAM3D_singleview_prediction/003,15699,discrete,True,0.6092300415039062,0.2969346046447754,True,,64,15699,discrete,True,0.6092300415039062,0.29842329025268555,True,,64,False,id-11-red-apple-145g
004,/scratch/cl927/nutritionverse-3d-new/id-11-red-apple-145g/SAM3D_singleview_prediction/004,16070,discrete,True,0.5962486267089844,0.2944681644439697,True,,64,16070,discrete,True,0.5962486267089844,0.2927286624908447,True,,64,False,id-11-red-apple-145g
000,/scratch/cl927/nutritionverse-3d-new/id-12-carrot-9g/SAM3D_singleview_prediction/000,7752,discrete,True,0.8632125854492188,0.4184434413909912,True,,64,7752,discrete,True,0.8632125854492188,0.4192173480987549,True,,64,False,id-12-carrot-9g
001,/scratch/cl927/nutritionverse-3d-new/id-12-carrot-9g/SAM3D_singleview_prediction/001,10513,discrete,False,0.9087867736816406,0.4410221576690674,True,,64,10513,discrete,False,0.9087867736816406,0.4417691230773926,True,,64,False,id-12-carrot-9g
002,/scratch/cl927/nutritionverse-3d-new/id-12-carrot-9g/SAM3D_singleview_prediction/002,6505,discrete,True,0.9002227783203125,0.43546342849731445,True,,64,6505,discrete,True,0.9002227783203125,0.4353480339050293,True,,64,False,id-12-carrot-9g
003,/scratch/cl927/nutritionverse-3d-new/id-12-carrot-9g/SAM3D_singleview_prediction/003,6058,discrete,True,0.910186767578125,0.4400191307067871,True,,64,6058,discrete,True,0.910186767578125,0.43895435333251953,True,,64,False,id-12-carrot-9g
004,/scratch/cl927/nutritionverse-3d-new/id-12-carrot-9g/SAM3D_singleview_prediction/004,10474,discrete,False,0.9128189086914062,0.4435720443725586,True,,64,10474,discrete,False,0.9128189086914062,0.442746639251709,True,,64,False,id-12-carrot-9g
000,/scratch/cl927/nutritionverse-3d-new/id-13-salad-beef-strip-1g/SAM3D_singleview_prediction/000,6910,discrete,False,0.9736175537109375,0.4641995429992676,True,,64,6910,discrete,False,0.9736175537109375,0.46317148208618164,True,,64,False,id-13-salad-beef-strip-1g
001,/scratch/cl927/nutritionverse-3d-new/id-13-salad-beef-strip-1g/SAM3D_singleview_prediction/001,8575,discrete,True,0.9274559020996094,0.44329285621643066,True,,64,8575,discrete,True,0.9274559020996094,0.44230222702026367,True,,64,False,id-13-salad-beef-strip-1g
002,/scratch/cl927/nutritionverse-3d-new/id-13-salad-beef-strip-1g/SAM3D_singleview_prediction/002,6112,discrete,True,0.9272727966308594,0.4415900707244873,True,,64,6112,discrete,True,0.9272727966308594,0.44292593002319336,True,,64,False,id-13-salad-beef-strip-1g
004,/scratch/cl927/nutritionverse-3d-new/id-13-salad-beef-strip-1g/SAM3D_singleview_prediction/004,7838,discrete,False,0.9700698852539062,0.46239566802978516,True,,64,7838,discrete,False,0.9700698852539062,0.46663904190063477,True,,64,False,id-13-salad-beef-strip-1g
001,/scratch/cl927/nutritionverse-3d-new/id-14-salad-beef-strip-7g/SAM3D_singleview_prediction/001,4512,discrete,True,0.957489013671875,0.46105408668518066,True,,64,4512,discrete,True,0.957489013671875,0.45847105979919434,True,,64,False,id-14-salad-beef-strip-7g
002,/scratch/cl927/nutritionverse-3d-new/id-14-salad-beef-strip-7g/SAM3D_singleview_prediction/002,5778,discrete,True,0.9328498840332031,0.4538898468017578,True,,64,5778,discrete,True,0.9328498840332031,0.44944190979003906,True,,64,False,id-14-salad-beef-strip-7g
004,/scratch/cl927/nutritionverse-3d-new/id-14-salad-beef-strip-7g/SAM3D_singleview_prediction/004,4524,discrete,True,0.9541053771972656,0.4559168815612793,True,,64,4524,discrete,True,0.9541053771972656,0.4531116485595703,True,,64,False,id-14-salad-beef-strip-7g
000,/scratch/cl927/nutritionverse-3d-new/id-15-salad-beef-strip-9g/SAM3D_singleview_prediction/000,5108,discrete,True,0.9438362121582031,0.45394468307495117,True,,64,5108,discrete,True,0.9438362121582031,0.44998764991760254,True,,64,False,id-15-salad-beef-strip-9g
001,/scratch/cl927/nutritionverse-3d-new/id-15-salad-beef-strip-9g/SAM3D_singleview_prediction/001,4133,discrete,True,0.9755058288574219,0.46797704696655273,True,,64,4133,discrete,True,0.9755058288574219,0.46851325035095215,True,,64,False,id-15-salad-beef-strip-9g
002,/scratch/cl927/nutritionverse-3d-new/id-15-salad-beef-strip-9g/SAM3D_singleview_prediction/002,3433,discrete,True,0.9787788391113281,0.46663618087768555,True,,64,3433,discrete,True,0.9787788391113281,0.46543335914611816,True,,64,False,id-15-salad-beef-strip-9g
003,/scratch/cl927/nutritionverse-3d-new/id-15-salad-beef-strip-9g/SAM3D_singleview_prediction/003,5298,discrete,True,0.9552459716796875,0.4582693576812744,True,,64,5298,discrete,True,0.9552459716796875,0.45684814453125,True,,64,False,id-15-salad-beef-strip-9g
004,/scratch/cl927/nutritionverse-3d-new/id-15-salad-beef-strip-9g/SAM3D_singleview_prediction/004,4470,discrete,True,0.9707832336425781,0.4628722667694092,True,,64,4470,discrete,True,0.9707832336425781,0.47109222412109375,True,,64,False,id-15-salad-beef-strip-9g
000,/scratch/cl927/nutritionverse-3d-new/id-16-salad-beef-strip-10g/SAM3D_singleview_prediction/000,5546,discrete,True,0.9399375915527344,0.4545454978942871,True,,64,5546,discrete,True,0.9399375915527344,0.4520547389984131,True,,64,False,id-16-salad-beef-strip-10g
001,/scratch/cl927/nutritionverse-3d-new/id-16-salad-beef-strip-10g/SAM3D_singleview_prediction/001,4954,discrete,True,0.9704170227050781,0.4621009826660156,True,,64,4954,discrete,True,0.9704170227050781,0.4628932476043701,True,,64,False,id-16-salad-beef-strip-10g
002,/scratch/cl927/nutritionverse-3d-new/id-16-salad-beef-strip-10g/SAM3D_singleview_prediction/002,2890,discrete,True,0.9809646606445312,0.46715378761291504,True,,64,2890,discrete,True,0.9809646606445312,0.4682159423828125,True,,64,False,id-16-salad-beef-strip-10g
003,/scratch/cl927/nutritionverse-3d-new/id-16-salad-beef-strip-10g/SAM3D_singleview_prediction/003,4182,discrete,True,0.9554214477539062,0.4563484191894531,True,,64,4182,discrete,True,0.9554214477539062,0.45585012435913086,True,,64,False,id-16-salad-beef-strip-10g
004,/scratch/cl927/nutritionverse-3d-new/id-16-salad-beef-strip-10g/SAM3D_singleview_prediction/004,4533,discrete,True,0.9696121215820312,0.46255016326904297,True,,64,4533,discrete,True,0.9696121215820312,0.4638702869415283,True,,64,False,id-16-salad-beef-strip-10g
000,/scratch/cl927/nutritionverse-3d-new/id-17-salad-beef-strip-12g/SAM3D_singleview_prediction/000,4831,discrete,True,0.9490127563476562,0.4534034729003906,True,,64,4831,discrete,True,0.9490127563476562,0.4585452079772949,True,,64,False,id-17-salad-beef-strip-12g
001,/scratch/cl927/nutritionverse-3d-new/id-17-salad-beef-strip-12g/SAM3D_singleview_prediction/001,3431,discrete,True,0.9716949462890625,0.4674258232116699,True,,64,3431,discrete,True,0.9716949462890625,0.4657011032104492,True,,64,False,id-17-salad-beef-strip-12g
002,/scratch/cl927/nutritionverse-3d-new/id-17-salad-beef-strip-12g/SAM3D_singleview_prediction/002,3611,discrete,True,0.9633712768554688,0.4582860469818115,True,,64,3611,discrete,True,0.9633712768554688,0.4620950222015381,True,,64,False,id-17-salad-beef-strip-12g
003,/scratch/cl927/nutritionverse-3d-new/id-17-salad-beef-strip-12g/SAM3D_singleview_prediction/003,2689,discrete,False,0.9897422790527344,0.4706108570098877,True,,64,2689,discrete,False,0.9897422790527344,0.4727623462677002,True,,64,False,id-17-salad-beef-strip-12g
004,/scratch/cl927/nutritionverse-3d-new/id-17-salad-beef-strip-12g/SAM3D_singleview_prediction/004,3981,discrete,True,0.97406005859375,0.46389126777648926,True,,64,3981,discrete,True,0.97406005859375,0.46271252632141113,True,,64,False,id-17-salad-beef-strip-12g
000,/scratch/cl927/nutritionverse-3d-new/id-18-salad-beef-strip-13g/SAM3D_singleview_prediction/000,5135,discrete,False,0.9804115295410156,0.468919038772583,True,,64,5135,discrete,False,0.9804115295410156,0.4728097915649414,True,,64,False,id-18-salad-beef-strip-13g
001,/scratch/cl927/nutritionverse-3d-new/id-18-salad-beef-strip-13g/SAM3D_singleview_prediction/001,3019,discrete,True,0.9749717712402344,0.4690895080566406,True,,64,3019,discrete,True,0.9749717712402344,0.4602980613708496,True,,64,False,id-18-salad-beef-strip-13g
002,/scratch/cl927/nutritionverse-3d-new/id-18-salad-beef-strip-13g/SAM3D_singleview_prediction/002,3144,discrete,True,0.9770011901855469,0.46521925926208496,True,,64,3144,discrete,True,0.9770011901855469,0.4632282257080078,True,,64,False,id-18-salad-beef-strip-13g
003,/scratch/cl927/nutritionverse-3d-new/id-18-salad-beef-strip-13g/SAM3D_singleview_prediction/003,3876,discrete,True,0.9595108032226562,0.461122989654541,True,,64,3876,discrete,True,0.9595108032226562,0.4596083164215088,True,,64,False,id-18-salad-beef-strip-13g
004,/scratch/cl927/nutritionverse-3d-new/id-18-salad-beef-strip-13g/SAM3D_singleview_prediction/004,2741,discrete,True,0.9778709411621094,0.4698812961578369,True,,64,2741,discrete,True,0.9778709411621094,0.464343786239624,True,,64,False,id-18-salad-beef-strip-13g
000,/scratch/cl927/nutritionverse-3d-new/id-19-cucumber-piece-10g/SAM3D_singleview_prediction/000,4745,discrete,True,0.9416961669921875,0.4484126567840576,True,,64,4745,discrete,True,0.9416961669921875,0.45123839378356934,True,,64,False,id-19-cucumber-piece-10g
001,/scratch/cl927/nutritionverse-3d-new/id-19-cucumber-piece-10g/SAM3D_singleview_prediction/001,8458,discrete,True,0.8778419494628906,0.41962099075317383,True,,64,8458,discrete,True,0.8778419494628906,0.42475295066833496,True,,64,False,id-19-cucumber-piece-10g
002,/scratch/cl927/nutritionverse-3d-new/id-19-cucumber-piece-10g/SAM3D_singleview_prediction/002,12534,discrete,True,0.8760795593261719,0.42415475845336914,True,,64,12534,discrete,True,0.8760795593261719,0.4231085777282715,True,,64,False,id-19-cucumber-piece-10g
003,/scratch/cl927/nutritionverse-3d-new/id-19-cucumber-piece-10g/SAM3D_singleview_prediction/003,6603,discrete,True,0.904266357421875,0.4352729320526123,True,,64,6603,discrete,True,0.904266357421875,0.4319784641265869,True,,64,False,id-19-cucumber-piece-10g
004,/scratch/cl927/nutritionverse-3d-new/id-19-cucumber-piece-10g/SAM3D_singleview_prediction/004,5460,discrete,True,0.9262580871582031,0.4431910514831543,True,,64,5460,discrete,True,0.9262580871582031,0.4462158679962158,True,,64,False,id-19-cucumber-piece-10g
000,/scratch/cl927/nutritionverse-3d-new/id-2-salad-chicken-strip-9g/SAM3D_singleview_prediction/000,7273,discrete,True,0.8853073120117188,0.42799973487854004,True,,64,7273,discrete,True,0.8853073120117188,0.4250907897949219,True,,64,False,id-2-salad-chicken-strip-9g
001,/scratch/cl927/nutritionverse-3d-new/id-2-salad-chicken-strip-9g/SAM3D_singleview_prediction/001,12153,discrete,False,0.9536399841308594,0.4561913013458252,True,,64,12153,discrete,False,0.9536399841308594,0.4540081024169922,True,,64,False,id-2-salad-chicken-strip-9g
002,/scratch/cl927/nutritionverse-3d-new/id-2-salad-chicken-strip-9g/SAM3D_singleview_prediction/002,7583,discrete,True,0.8983230590820312,0.4308285713195801,True,,64,7583,discrete,True,0.8983230590820312,0.4272010326385498,True,,64,False,id-2-salad-chicken-strip-9g
003,/scratch/cl927/nutritionverse-3d-new/id-2-salad-chicken-strip-9g/SAM3D_singleview_prediction/003,7637,discrete,True,0.8669357299804688,0.4153752326965332,True,,64,7637,discrete,True,0.8669357299804688,0.413222074508667,True,,64,False,id-2-salad-chicken-strip-9g
004,/scratch/cl927/nutritionverse-3d-new/id-2-salad-chicken-strip-9g/SAM3D_singleview_prediction/004,10778,discrete,True,0.8595237731933594,0.41052913665771484,True,,64,10778,discrete,True,0.8595237731933594,0.41001319885253906,True,,64,False,id-2-salad-chicken-strip-9g
000,/scratch/cl927/nutritionverse-3d-new/id-20-cucumber-piece-46g/SAM3D_singleview_prediction/000,7376,discrete,True,0.8678054809570312,0.4127497673034668,True,,64,7376,discrete,True,0.8678054809570312,0.4145200252532959,True,,64,False,id-20-cucumber-piece-46g
001,/scratch/cl927/nutritionverse-3d-new/id-20-cucumber-piece-46g/SAM3D_singleview_prediction/001,12814,discrete,False,0.8530921936035156,0.4101078510284424,True,,64,12814,discrete,False,0.8530921936035156,0.412966251373291,True,,64,False,id-20-cucumber-piece-46g
002,/scratch/cl927/nutritionverse-3d-new/id-20-cucumber-piece-46g/SAM3D_singleview_prediction/002,9012,discrete,True,0.82293701171875,0.3970677852630615,True,,64,9012,discrete,True,0.82293701171875,0.397249698638916,True,,64,False,id-20-cucumber-piece-46g
003,/scratch/cl927/nutritionverse-3d-new/id-20-cucumber-piece-46g/SAM3D_singleview_prediction/003,11465,discrete,True,0.8274078369140625,0.40081095695495605,True,,64,11465,discrete,True,0.8274078369140625,0.40044260025024414,True,,64,False,id-20-cucumber-piece-46g
004,/scratch/cl927/nutritionverse-3d-new/id-20-cucumber-piece-46g/SAM3D_singleview_prediction/004,12329,discrete,False,0.9529685974121094,0.46018338203430176,True,,64,12329,discrete,False,0.9529685974121094,0.45527219772338867,True,,64,False,id-20-cucumber-piece-46g
000,/scratch/cl927/nutritionverse-3d-new/id-21-chicken-wing-27g/SAM3D_singleview_prediction/000,7612,discrete,True,0.9125823974609375,0.43950915336608887,True,,64,7612,discrete,True,0.9125823974609375,0.43984389305114746,True,,64,False,id-21-chicken-wing-27g
001,/scratch/cl927/nutritionverse-3d-new/id-21-chicken-wing-27g/SAM3D_singleview_prediction/001,8598,discrete,True,0.8995094299316406,0.432828426361084,True,,64,8598,discrete,True,0.8995094299316406,0.4275858402252197,True,,64,False,id-21-chicken-wing-27g
002,/scratch/cl927/nutritionverse-3d-new/id-21-chicken-wing-27g/SAM3D_singleview_prediction/002,9523,discrete,False,0.9636650085449219,0.466017484664917,True,,64,9523,discrete,False,0.9636650085449219,0.458911657333374,True,,64,False,id-21-chicken-wing-27g
003,/scratch/cl927/nutritionverse-3d-new/id-21-chicken-wing-27g/SAM3D_singleview_prediction/003,9851,discrete,False,0.9624214172363281,0.4607999324798584,True,,64,9851,discrete,False,0.9624214172363281,0.4598958492279053,True,,64,False,id-21-chicken-wing-27g
004,/scratch/cl927/nutritionverse-3d-new/id-21-chicken-wing-27g/SAM3D_singleview_prediction/004,7552,discrete,False,0.9711837768554688,0.4642050266265869,True,,64,7552,discrete,False,0.9711837768554688,0.46622538566589355,True,,64,False,id-21-chicken-wing-27g
000,/scratch/cl927/nutritionverse-3d-new/id-22-half-bread-loaf-51g/SAM3D_singleview_prediction/000,17596,discrete,True,0.8220138549804688,0.39856696128845215,True,,64,17596,discrete,True,0.8220138549804688,0.3981211185455322,True,,64,False,id-22-half-bread-loaf-51g
001,/scratch/cl927/nutritionverse-3d-new/id-22-half-bread-loaf-51g/SAM3D_singleview_prediction/001,11781,discrete,False,0.9550590515136719,0.45986413955688477,True,,64,11781,discrete,False,0.9550590515136719,0.4584541320800781,True,,64,False,id-22-half-bread-loaf-51g
002,/scratch/cl927/nutritionverse-3d-new/id-22-half-bread-loaf-51g/SAM3D_singleview_prediction/002,15169,discrete,True,0.825347900390625,0.39787817001342773,True,,64,15169,discrete,True,0.825347900390625,0.3972446918487549,True,,64,False,id-22-half-bread-loaf-51g
003,/scratch/cl927/nutritionverse-3d-new/id-22-half-bread-loaf-51g/SAM3D_singleview_prediction/003,10857,discrete,True,0.7636833190917969,0.37000012397766113,True,,64,10857,discrete,True,0.7636833190917969,0.366152286529541,True,,64,False,id-22-half-bread-loaf-51g
